WP Mail SMTP|wpmailsmtp_emails_log|wp-mail-smtp
WP Rocket|wpr_rucss_resources|wp-rocket
WP Rocket|wpr_rucss_used_css|wp-rocket
WP Rocket|wpr_rocket_cache|wp-rocket
WP Statistics|statistics_ar_outbox|wp-statistics
WP Statistics|statistics_exclusions|wp-statistics
WP Statistics|statistics_historical|wp-statistics
WP Statistics|statistics_pages|wp-statistics
WP Statistics|statistics_search|wp-statistics
WP Statistics|statistics_useronline|wp-statistics
WP Statistics|statistics_visit|wp-statistics
WP Statistics|statistics_visitor|wp-statistics
WP Statistics|statistics_visitor_relationships|wp-statistics
WP Viral Quiz|wpvq_answers|wp-viral-quiz-LLYC
WP Viral Quiz|wpvq_appreciations|wp-viral-quiz-LLYC
WP Viral Quiz|wpvq_multipliers|wp-viral-quiz-LLYC
WP Viral Quiz|wpvq_players|wp-viral-quiz-LLYC
WP Viral Quiz|wpvq_questions|wp-viral-quiz-LLYC
WP Viral Quiz|wpvq_quizzes|wp-viral-quiz-LLYC
WP-Cron Status Checker|wcsc_logs|wp-cron-status-checker
WP-Cron Status Checker|wcsc_error_logs|wp-cron-status-checker
WP-Optimize|tm_taskmeta|wp-optimize
WP-Optimize|tm_tasks|wp-optimize
WP-Polls|pollsa|wp-polls
WP-Polls|pollsip|wp-polls
WP-Polls|pollsq|wp-polls
WPvivid Backup|wpvivid_options|wpvivid-backuprestore
WS Form|wsf_submit|ws-form
WS Form|wsf_submit_meta|ws-form
WS Form|wsf_form_meta|ws-form
WS Form|wsf_section_meta|ws-form
WS Form|wsf_field|ws-form
WS Form|wsf_section|ws-form
WS Form|wsf_group|ws-form
WS Form|wsf_form_stat|ws-form
WS Form|wsf_field_meta|ws-form
WS Form|wsf_group_meta|ws-form
WSForm|wsf_form|ws-form
YITH WooCommerce Badge Management Premium|yith_wcbm_badge_rules_associations|yith-woocommerce-badge-management-premium
YITH WooCommerce Dynamic Pricing and Discounts|ywdpd_exclusion_list_table|init
Yoast SEO|yoast_indexable|wordpress-seo-premium
Yoast SEO|yoast_prominent_words|wordpress-seo-premium
Yoast SEO|yoast_indexable_hierarchy|wordpress-seo-premium
Yoast SEO|yoast_primary_term|wordpress-seo-premium
Yoast SEO|yoast_migrations|wordpress-seo-premium
YOP Poll|yoppoll_skins|yop-poll
YOP Poll|yoppoll_votes|yop-poll
YOP Poll|yoppoll_templates|yop-poll
YOP Poll|yoppoll_subelements|yop-poll
YOP Poll|yoppoll_polls|yop-poll
YOP Poll|yoppoll_other_answers|yop-poll
YOP Poll|yoppoll_logs|yop-poll
YOP Poll|yoppoll_elements|yop-poll
YOP Poll|yoppoll_bans|yop-poll
Zero Spam for WordPress|wpzerospam_log|zero-spam
